snail_id	date	species	colour	Parasite	Movement	30	35	40	45	50	55	60	65	70	75	80	85	90	95	100	105	110	115	120	125	130	135	140	145	150	155	160	165	170	175	180	185	190	195	200	205	210	215	220	225	230	235	240	245	250
GFP89	24/10/23	flat	dark	no	10	patterned	patterned	patterned	patterned 	patterned	patterned	patterned	patterned	patterned	patterned	patterned	light	light	light	dark	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	patterned 	patterned	light	patterned	patterned	patterned	patterned	patterned	patterned	dark	dark	dark	dark
GFP90	24/10/23	flat	light	no	0	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark
GFP91	24/10/23	flat	dark	no	8	patterned	dark	light	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	light	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	patterned	light	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark
GFP92	24/10/23	flat	light	no	4	light	light	light	light	light	light	light	light	light	light	light	light	light	light	patterned	light	light	light	light	light	light	light	light	light	light	light	light	dark	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light
GFP93	24/10/23	flat	light	no	12	dark	patterned	patterned	patterned 	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	dark	dark	dark	light	light	light	light	light	light	light	light	light	light	dark	light	light	dark	dark	dark	patterned	patterned	patterned	patterned	patterned	patterned	dark	dark	dark	light	patterned	patterned
GFP94	24/10/23	flat	dark	no	15	patterned	dark	light	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	light	dark	dark	dark	dark	dark	dark	dark	patterned	dark	light	dark	dark	dark	dark	dark	dark	dark	dark	light	dark	light	light	dark	dark	dark	light	light	patterned	patterned	patterned
GFP95	24/10/23	flat	dark	no	7	light	light	light	light	light	light	light	light	light	light	light	light	light	light	dark	light	light	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned 	patterned	patterned 	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned
GFP96	24/10/23	flat	light	no	12	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	light	dark	dark	dark	dark	dark	dark	dark	dark	patterned	dark	dark	dark	patterned	patterned	patterned	patterned 	patterned	patterned 	dark	dark	dark	dark	patterned	dark	patterned	patterned	patterned	patterned	patterned	patterned
GFP97	24/10/23	flat	light	no	4	patterned	light	dark	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark
GFP98	24/10/23	flat	light	no	4	light	light	light	light	light	light	light	light	light	light	light	light	light	light	dark	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	dark	light	light	light	light	light	light	light	light	light	light
GFP99	24/10/23	flat	dark	no	9	patterned	light	patterned	light	patterned	patterned	light	patterned	dark	dark	dark	dark	dark	dark	patterned	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark
GFP100	24/10/23	flat	light	no	23	patterned	patterned	patterned	patterned 	patterned	patterned	patterned	patterned	patterned	light	dark	dark	dark	patterned	dark	patterned	patterned	patterned	patterned	patterned	patterned	light	dark	dark	patterned	patterned	light	patterned	dark	light	light	patterned	dark	patterned	dark	patterned	patterned	dark	light	light	patterned	patterned	patterned	dark	dark
GFP101	24/10/23	flat	light	no	6	dark	dark	patterned	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	light	light	light	light	patterned	light	light	light	light	light	light	light	light	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark
GFP102	24/10/23	flat	light	no	17	patterned	patterned	patterned	patterned 	patterned	patterned	patterned	patterned	patterned	dark	patterned	light	patterned	light	dark	dark	dark	light	light	light	dark	dark	dark	dark	dark	dark	dark	patterned	patterned	patterned	patterned 	dark	dark	patterned	patterned	patterned	dark	dark	dark	dark	dark	dark	light	dark	dark
GFP103	24/10/23	flat	light	no	19	patterned	dark	patterned	dark	patterned	dark	dark	dark	dark	dark	light	patterned	light	patterned	dark	light	light	patterned	light	light	light	light	light	light	light	light	light	light	light	light	patterned 	dark	light	light	light	patterned	dark	dark	dark	light	light	light	light	light	light
GFP104	24/10/23	flat	light	no	10	light	patterned	dark	patterned 	light	dark	dark	dark	patterned	patterned	patterned	patterned	patterned	light	light	light	light	light	light	light	light	light	light	dark	patterned	patterned	patterned	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark
GFP105	24/10/23	flat	dark	no	7	dark	dark	dark	dark	light	light	light	light	light	light	light	light	light	light	dark	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned 	patterned	patterned 	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned
GFP106	24/10/23	flat	light	no	26	dark	dark	light	dark	dark	dark	dark	dark	light	light	patterned	light	patterned	patterned	light	dark	light	light	light	light	dark	dark	light	dark	patterned	dark	patterned	light	dark	patterned	light	patterned	patterned 	patterned	dark	dark	dark	patterned	dark	light	light	light	light	light	light
GFP107	24/10/23	flat	light	no	9	light	light	light	patterned 	light	light	patterned	dark	light	light	light	light	light	light	dark	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	patterned	light	light	light	light	light	light
GFP108	24/10/23	flat	light	no	26	patterned	patterned	patterned	patterned 	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	light	light	patterned	dark	patterned	patterned	light	patterned	dark	light	dark	patterned	light	patterned	light	dark	dark	patterned 	light	light	light	light	light	patterned	light	patterned	light	patterned	patterned	light	patterned	light
GFP109	24/10/23	flat	light	no	10	light	light	light	light	light	light	light	light	light	light	light	light	light	light	dark	light	light	light	light	dark	light	dark	patterned	light	light	light	light	light	light	light	light	light	light	light	light	light	patterned	patterned	dark	patterned	patterned	patterned	patterned	patterned	patterned
GFP110	24/10/23	flat	dark	no	8	light	light	light	light	light	light	light	light	light	light	light	light	dark	dark	patterned	light	light	light	dark	dark	dark	dark	dark	dark	light	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	patterned	dark	dark	dark	dark	dark
GFP111	24/10/23	flat	dark	no	13	dark	dark	dark	dark	dark	dark	dark	dark	dark	patterned	patterned	patterned	patterned	patterned	dark	patterned	patterned	light	dark	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	light	patterned	patterned 	dark	light	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	patterned
GFP112	24/10/23	flat	light	no	11	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	patterned	dark	dark	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned 	dark	dark	patterned	dark	dark	light	patterned	dark	patterned	patterned	patterned	patterned	patterned	patterned
GFP113	24/10/23	flat	light	no	18	patterned	patterned	patterned	patterned 	light	dark	dark	dark	patterned	light	patterned	patterned	patterned	patterned	dark	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	dark	light	light	light	light	light	light	light	light	light	dark	dark	light	dark	light	dark	light	dark	patterned
GFP114	24/10/23	flat	light	no	18	patterned	light	dark	patterned 	patterned	light	dark	dark	patterned	light	light	light	light	light	patterned	light	light	light	dark	light	dark	light	light	dark	dark	dark	dark	light	light	light	light	light	light	light	dark	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned
GFP115	24/10/23	flat	dark	no	29	dark	dark	light	patterned 	patterned	patterned	patterned	patterned	patterned	dark	light	patterned	dark	patterned	light	light	light	dark	patterned	dark	light	dark	light	light	dark	dark	light	patterned	light	dark	light	dark	dark	dark	light	dark	dark	dark	patterned	patterned	dark	dark	patterned	light	patterned
GFP116	24/10/23	flat	light	no	8	dark	dark	light	light	dark	dark	light	dark	dark	patterned	patterned	patterned	patterned	patterned	dark	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light
GFP117	24/10/23	flat	light	no	5	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	patterned	dark	light	light	light	light	light	light	light	light	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	patterned
GFP118	24/10/23	flat	dark	no	0	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark
GFP119	24/10/23	flat	dark	no	25	dark	dark	patterned	patterned 	dark	dark	light	patterned	patterned	patterned	patterned	patterned	patterned	dark	dark	light	patterned	patterned	patterned	patterned	dark	patterned	patterned	patterned	patterned	patterned	patterned	dark	dark	light	patterned 	dark	patterned 	dark	dark	light	patterned	dark	light	light	patterned	dark	light	patterned	dark
GFP120	24/10/23	flat	light	no	27	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	light	dark	light	patterned	light	dark	light	light	dark	light	dark	dark	patterned	light	dark	light	patterned	light	dark	dark	dark	patterned	patterned	dark	light	patterned	light	dark	light	dark	dark	patterned	dark
GFP121	24/10/23	flat	light	no	4	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	light	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	light	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark
GFP122	24/10/23	flat	light	no	10	patterned	patterned	patterned	patterned 	patterned	patterned	patterned	patterned	dark	dark	patterned	patterned	patterned	patterned	dark	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned 	patterned	patterned 	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned
GFP123	24/10/23	flat	dark	no	4	light	light	light	light	patterned	light	light	light	light	light	light	light	light	light	patterned	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light
GFP124	24/10/23	flat	light	no	14	light	light	light	patterned 	light	patterned	light	light	light	light	light	dark	dark	dark	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	patterned	patterned 	patterned	patterned 	light	patterned	patterned	patterned	light	light	dark	dark	dark	dark	dark	dark
GFP125	24/10/23	flat	light	no	5	patterned	patterned	patterned	patterned 	patterned	patterned	patterned	light	light	light	patterned	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light
GFP126	24/10/23	flat	light	no	0	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light
GFP127	24/10/23	flat	dark	no	8	patterned	patterned	patterned	patterned 	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	light	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned 	patterned	patterned 	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned
GFP128	24/10/23	flat	dark	no	18	light	light	light	light	dark	light	light	light	dark	light	patterned	light	light	light	patterned	light	light	dark	dark	light	light	light	dark	light	light	light	light	light	dark	dark	dark	dark	dark	dark	patterned	patterned	patterned	light	light	light	light	dark	light	dark	dark
GFP129	24/10/23	flat	light	no	10	patterned	patterned	patterned	patterned 	dark	patterned	patterned	patterned	patterned	patterned	dark	patterned	patterned	patterned	light	patterned	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	light	light
GFP130	24/10/23	flat	dark	no	14	patterned	patterned	patterned	patterned 	dark	dark	patterned	patterned	patterned	patterned	dark	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	dark	dark	dark	patterned	patterned	patterned	patterned	patterned	patterned	dark	dark	dark	dark	dark	dark	patterned	dark	dark	patterned	dark	dark	patterned	dark	dark	dark	dark
